sample_id,query,generated_code
10,right woman,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[-1]
    # Remember: return the woman
    return woman_patch"
11,the boy in redblue,"
    # Return the boy
    image_patch = ImagePatch(image)
    boy_patches = image_patch.find(""boy"")
    boy_patches.sort(key=lambda boy: distance(boy, image_patch))
    boy_patch = boy_patches[0]
    # Remember: return the boy
    return boy_patch"
12,front pizza,"
    # Return the pizza
    image_patch = ImagePatch(image)
    pizza_patches = image_patch.find(""pizza"")
    pizza_patches.sort(key=lambda pizza: pizza.horizontal_center)
    pizza_patch = pizza_patches[0]
    # Remember: return the pizza
    return pizza_patch"
13,click top left corner maybe a hand,"
    # Return the hand
    image_patch = ImagePatch(image)
    hand_patches = image_patch.find(""hand"")
    if len(hand_patches) == 0:
        hand_patches = [image_patch]
    hand_patches.sort(key=lambda hand: hand.horizontal_center)
    hand_patch = hand_patches[0]
    # Remember: return the hand
    return hand_patch"
14,left person,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
15,man on laft,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
16,legs back,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
17,handcuff,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
18,number 9,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    for patch in person_patches:
        if patch.exists(""9""):
            return patch
    # Remember: return the person
    return person_patches[0]"
19,mans face,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
20,purple and white coat,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""purple coat"", ""white coat""])
    # Remember: return the person
    return person_patch"
21,person in dark clothes on the right,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches_right = [p for p in person_patches if p.horizontal_center > image_patch.horizontal_center]
    if len(person_patches_right) == 0:
        person_patches_right = person_patches
    person_patches_right.sort(key=lambda p: p.vertical_center)
    person_patch = person_patches_right[0]
    # Remember: return the person
    return person_patch"
22,bottom,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.vertical_center)
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
23,fat person in red,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    fat_person_patches = [p for p in person_patches if p.exists(""fat"")]
    fat_person_patches.sort(key=lambda p: p.compute_depth())
    fat_person_patch = fat_person_patches[0]
    # Remember: return the person
    return fat_person_patch"
24,right boy,"
    # Return the boy
    image_patch = ImagePatch(image)
    boy_patches = image_patch.find(""boy"")
    if len(boy_patches) == 0:
        boy_patches = [image_patch]
    boy_patches.sort(key=lambda boy: boy.horizontal_center)
    boy_patch = boy_patches[-1]
    # Remember: return the boy
    return boy_patch"
25,catcher,"
    # Return the catcher
    image_patch = ImagePatch(image)
    catcher_patches = image_patch.find(""catcher"")
    if len(catcher_patches) == 0:
        catcher_patches = [image_patch]
    catcher_patch = catcher_patches[0]
    # Remember: return the catcher
    return catcher_patch"
26,left player green shorts,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""left player"", ""green shorts""])
    # Remember: return the person
    return person_patch"
27,16,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    for patch in person_patches:
        if patch.exists(""16""):
            return patch
    # Remember: return the person
    return person_patches[0]"
28,far right bike,"
    # Return the bike
    image_patch = ImagePatch(image)
    bike_patches = image_patch.find(""bike"")
    if len(bike_patches) == 0:
        bike_patches = [image_patch]
    elif len(bike_patches) == 1:
        return bike_patches[0]
    bike_patches.sort(key=lambda bike: bike.horizontal_center)
    bike_patch = bike_patches[-1]
    # Remember: return the bike
    return bike_patch"
29,left person,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
30,half of a person,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[len(person_patches) // 2]
    # Remember: return the person
    return person_patch"
31,man cut out of picture on left,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
32,lady red,"
    # Return the lady
    image_patch = ImagePatch(image)
    lady_patches = image_patch.find(""lady"")
    if len(lady_patches) == 0:
        lady_patches = [image_patch]
    lady_patch = best_image_match(lady_patches, [""red""])
    # Remember: return the lady
    return lady_patch"
33,mom,"
    # Return the mom
    image_patch = ImagePatch(image)
    mom_patches = image_patch.find(""mom"")
    mom_patches.sort(key=lambda mom: mom.horizontal_center)
    mom_patch = mom_patches[0]
    # Remember: return the mom
    return mom_patch"
34,hand from the left,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
35,gray shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""gray shirt""])
    # Remember: return the person
    return person_patch"
36,brushing te,"
    # Return the brush
    image_patch = ImagePatch(image)
    brush_patches = image_patch.find(""brush"")
    if len(brush_patches) == 0:
        brush_patches = [image_patch]
    brush_patch = brush_patches[0]
    # Remember: return the brush
    return brush_patch"
37,girl with pink toothbrush,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    girl_patches.sort(key=lambda girl: distance(girl, image_patch))
    girl_patch = girl_patches[0]
    girl_patches_with_pink_toothbrush = [girl for girl in girl_patches if girl.exists(""pink toothbrush"")]
    if len(girl_patches_with_pink_toothbrush) == 0:
        girl_patches_with_pink_toothbrush = girl_patches
    girl_patches_with_pink_toothbrush.sort(key=lambda girl: distance(girl, girl_patch))
    girl_patch = girl_patches_with_pink_toothbrush[0]
    # Remember: return the girl
    return girl_patch"
38,main girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    # Remember: return the girl
    return girl_patches[len(girl_patches) // 2]  # Return the middle girl"
39,left guy,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
40,lady on left,"
    # Return the lady
    image_patch = ImagePatch(image)
    lady_patches = image_patch.find(""lady"")
    if len(lady_patches) == 0:
        lady_patches = [image_patch]
    lady_patches.sort(key=lambda lady: lady.horizontal_center)
    lady_patch = lady_patches[0]
    # Remember: return the lady
    return lady_patch"
41,girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    # Remember: return the girl
    return girl_patches[len(girl_patches) // 2]  # Return the middle girl"
42,man on right,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    if len(man_patches) == 0:
        man_patches = [image_patch]
    elif len(man_patches) == 1:
        return man_patches[0]
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[-1]
    # Remember: return the man
    return man_patch"
43,woman,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
44,guy cook front,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.horizontal_center)
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
45,far left guy,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
46,person on board,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch))
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
47,standing man,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.compute_depth())
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
48,short man,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.vertical_center)
    # Remember: return the man
    return man_patches[0]"
49,guy with red pants standing,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.compute_depth())
    guy_patch = guy_patches[-1]
    # Remember: return the guy
    return guy_patch"
50,red shirt upper right corner of pic,"
    # Return the shirt
    image_patch = ImagePatch(image)
    shirt_patches = image_patch.find(""shirt"")
    if len(shirt_patches) == 0:
        shirt_patches = [image_patch]
    shirt_patch = best_image_match(list_patches=shirt_patches, content=[""red shirt""])
    # Remember: return the shirt
    return shirt_patch"
51,woman,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
52,person close to center sitting white shirt looking down,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person.horizontal_center, image_patch.horizontal_center))
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
53,striped shirt kid,"
    # Return the kid
    image_patch = ImagePatch(image)
    kid_patches = image_patch.find(""kid"")
    if len(kid_patches) == 0:
        kid_patches = [image_patch]
    kid_patches.sort(key=lambda kid: kid.horizontal_center)
    kid_patch = kid_patches[len(kid_patches) // 2]
    # Remember: return the kid
    return kid_patch"
54,person in very white shirt holding plastic bag,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""very white shirt"", ""plastic bag""])
    # Remember: return the person
    return person_patch"
55,blue,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""blue""])
    # Remember: return the person
    return person_patch"
56,umpire,"
    # Return the umpire
    image_patch = ImagePatch(image)
    umpire_patches = image_patch.find(""umpire"")
    if len(umpire_patches) == 0:
        umpire_patches = [image_patch]
    umpire_patch = umpire_patches[0]
    # Remember: return the umpire
    return umpire_patch"
57,man standing in the middle,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[len(man_patches) // 2]
    # Remember: return the man
    return man_patch"
58,right guy,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    rightmost_person = person_patches[-1]
    # Remember: return the person
    return rightmost_person"
59,coach on right side,"
    # Return the coach
    image_patch = ImagePatch(image)
    coach_patches = image_patch.find(""coach"")
    coach_patches.sort(key=lambda coach: coach.horizontal_center)
    coach_patch = coach_patches[0]
    # Remember: return the coach
    return coach_patch"
60,blue on left,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
61,guy bottom left,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
62,person in cap on right,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
63,guy holding girl,"
    # Return the guy
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""guy holding girl""])
    # Remember: return the person
    return person_patch"
64,sitting girl on right,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    girl_patch = girl_patches[-1]
    # Remember: return the girl
    return girl_patch"
65,pants on rigt,"
    # Return the pants
    image_patch = ImagePatch(image)
    pants_patches = image_patch.find(""pants"")
    pants_patches.sort(key=lambda pants: pants.horizontal_center)
    pants_patch = pants_patches[-1]
    # Remember: return the pants
    return pants_patch"
66,the man in red,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
67,guy holding fribee,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.compute_depth())
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
68,woman center with scarf,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    elif len(woman_patches) == 1:
        return woman_patches[0]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[len(woman_patches) // 2]
    # Remember: return the woman
    return woman_patch"
69,wood table in bottom front middle,"
    # Return the table
    image_patch = ImagePatch(image)
    table_patches = image_patch.find(""table"")
    table_patches.sort(key=lambda table: distance(table, image_patch))
    table_patch = table_patches[0]
    # Remember: return the table
    return table_patch"
70,second girl right,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    girl_patch = girl_patches[1]
    # Remember: return the girl
    return girl_patch"
71,man body left photo,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
72,bed not babies not pillows,"
    # Return the bed
    image_patch = ImagePatch(image)
    bed_patches = image_patch.find(""bed"")
    if len(bed_patches) == 0:
        bed_patches = [image_patch]
    bed_patch = best_image_match(bed_patches, [""bed not babies not pillows""])
    # Remember: return the bed
    return bed_patch"
73,girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    # Remember: return the girl
    return girl_patches[len(girl_patches) // 2]  # Return the middle girl"
74,girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    # Remember: return the girl
    return girl_patches[len(girl_patches) // 2]  # Return the middle girl"
75,left person cutoff,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
76,blurry person under umbrella in middle,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch))
    person_patch = person_patches[len(person_patches) // 2]
    # Remember: return the person
    return person_patch"
77,person in blue shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""blue shirt""])
    # Remember: return the person
    return person_patch"
78,snowboard horizontal,"
    # Return the snowboard
    image_patch = ImagePatch(image)
    snowboard_patches = image_patch.find(""snowboard"")
    if len(snowboard_patches) == 0:
        snowboard_patches = [image_patch]
    elif len(snowboard_patches) == 1:
        return snowboard_patches[0]
    snowboard_patches.sort(key=lambda snowboard: snowboard.horizontal_center)
    snowboard_patch = snowboard_patches[0]
    # Remember: return the snowboard
    return snowboard_patch"
79,left lady in white,"
    # Return the lady
    image_patch = ImagePatch(image)
    lady_patches = image_patch.find(""lady"")
    if len(lady_patches) == 0:
        lady_patches = [image_patch]
    lady_patches.sort(key=lambda lady: lady.horizontal_center)
    lady_patch = lady_patches[0]
    # Remember: return the lady
    return lady_patch"
80,crawford,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
81,man in blue shirt,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patch = best_image_match(man_patches, [""blue shirt""])
    # Remember: return the man
    return man_patch"
82,number 3,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    for patch in person_patches:
        if patch.exists(""3""):
            return patch
    # Remember: return the person
    return person_patches[0]"
83,ladu far left standing,"
    # Return the ladu
    image_patch = ImagePatch(image)
    ladu_patches = image_patch.find(""ladu"")
    ladu_patches.sort(key=lambda ladu: ladu.horizontal_center)
    ladu_patch = ladu_patches[0]
    # Remember: return the ladu
    return ladu_patch"
84,person behind man walking away,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch.find(""man"")[0]))
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
85,man left,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
86,the girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patch = girl_patches[0]
    # Remember: return the girl
    return girl_patch"
87,seated glasses,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""seated glasses""])
    # Remember: return the person
    return person_patch"
88,luggage center,"
    # Return the luggage
    image_patch = ImagePatch(image)
    luggage_patches = image_patch.find(""luggage"")
    if len(luggage_patches) == 0:
        luggage_patches = [image_patch]
    elif len(luggage_patches) == 1:
        return luggage_patches[0]
    luggage_patches.sort(key=lambda luggage: distance(luggage, image_patch))
    luggage_patch = luggage_patches[0]
    # Remember: return the luggage
    return luggage_patch"
89,man in background top left,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
90,girl in purple,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    girl_patch = best_image_match(girl_patches, [""purple clothing""])
    # Remember: return the girl
    return girl_patch"
91,girl looking at cell,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: distance(girl, image_patch.find(""cell"")[0]))
    girl_patch = girl_patches[0]
    # Remember: return the girl
    return girl_patch"
92,chair in front of girl,"
    # Return the chair
    image_patch = ImagePatch(image)
    chair_patches = image_patch.find(""chair"")
    if len(chair_patches) == 0:
        chair_patches = [image_patch]
    chair_patches.sort(key=lambda chair: chair.horizontal_center)
    chair_patch = chair_patches[0]
    # Remember: return the chair
    return chair_patch"
93,third from left in back row,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[2]
    # Remember: return the person
    return person_patch"
94,man on right,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[-1]
    # Remember: return the man
    return man_patch"
95,child far left,"
    # Return the child
    image_patch = ImagePatch(image)
    child_patches = image_patch.find(""child"")
    child_patches.sort(key=lambda child: child.horizontal_center)
    child_patch = child_patches[0]
    # Remember: return the child
    return child_patch"
96,boy on left,"
    # Return the boy
    image_patch = ImagePatch(image)
    boy_patches = image_patch.find(""boy"")
    if len(boy_patches) == 0:
        boy_patches = [image_patch]
    boy_patches.sort(key=lambda boy: boy.horizontal_center)
    boy_patch = boy_patches[0]
    # Remember: return the boy
    return boy_patch"
97,white flowered dress third from last,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch))
    person_patch = person_patches[-3]
    # Remember: return the person
    return person_patch"
98,guy in the black jacket with his back turned,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.horizontal_center)
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
99,blurry person in back,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
100,woman on right,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    elif len(woman_patches) == 1:
        return woman_patches[0]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[-1]
    # Remember: return the woman
    return woman_patch"
101,right girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    # Remember: return the girl
    return girl_patches[len(girl_patches) // 2]  # Return the middle girl"
102,15,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""15""])
    # Remember: return the person
    return person_patch"
103,person in red,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""red""])
    # Remember: return the person
    return person_patch"
104,women,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[len(person_patches) // 2]
    # Remember: return the person
    return person_patch"
105,wite purse,"
    # Return the purse
    image_patch = ImagePatch(image)
    purse_patches = image_patch.find(""purse"")
    if len(purse_patches) == 0:
        purse_patches = [image_patch]
    purse_patch = purse_patches[0]
    # Remember: return the purse
    return purse_patch"
106,player,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
107,man on left,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
108,the guy on the skateboard in black,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.compute_depth())
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
109,person right,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    # Remember: return the person
    return person_patches[-1]"
